Booking_Key,FK_Customer_Key,FK_Date_Key,FK_Movies_Key,FK_Theater_Key,FK_PromoCode_Key,Sales,TicketsSold,CancelledAmount,CancelledQuantity,PromoCodeValue,Customer_Key,Name,Address,City,Zip,State,Country,date_key,date,year,month,day,week,quarter,day_in_week,month_name,day_name,Movie_Key,Title,Rating,Genre,PromoCode_Key,PromoCode,Theater_Key,Theater_Name,Theater_ParentGroup,Country,State,City,ZipCode
231,231,247,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247,2019-09-04,2019,9,4,36,3,4,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
232,232,281,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,281,2019-10-08,2019,10,8,41,4,3,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
233,233,26,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
234,234,243,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,2019-08-31,2019,8,31,35,3,7,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
235,235,177,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,2019-06-26,2019,6,26,26,2,4,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
236,236,154,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154,2019-06-03,2019,6,3,23,2,2,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
237,237,239,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239,2019-08-27,2019,8,27,35,3,3,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
238,238,91,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,2019-04-01,2019,4,1,14,2,2,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
239,239,58,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,2019-02-27,2019,2,27,9,1,4,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
240,240,15,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,2019-01-15,2019,1,15,3,1,3,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
241,241,219,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,219,2019-08-07,2019,8,7,32,3,4,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
242,242,90,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,2019-03-31,2019,3,31,14,1,1,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
243,243,111,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,2019-04-21,2019,4,21,17,2,1,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
244,244,284,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,284,2019-10-11,2019,10,11,41,4,6,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
245,245,129,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,2019-05-09,2019,5,9,19,2,5,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
246,246,108,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,2019-04-18,2019,4,18,16,2,5,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
247,247,154,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154,2019-06-03,2019,6,3,23,2,2,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
248,248,125,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,2019-05-05,2019,5,5,19,2,1,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
249,249,161,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,2019-06-10,2019,6,10,24,2,2,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
250,250,112,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,2019-04-22,2019,4,22,17,2,2,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
251,251,73,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,2019-03-14,2019,3,14,11,1,5,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
252,252,29,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,2019-01-29,2019,1,29,5,1,3,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
253,253,243,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,243,2019-08-31,2019,8,31,35,3,7,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
254,254,170,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
255,255,119,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,2019-04-29,2019,4,29,18,2,2,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
256,256,85,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,2019-03-26,2019,3,26,13,1,3,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
257,257,64,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,2019-03-05,2019,3,5,10,1,3,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
258,258,63,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,2019-03-04,2019,3,4,10,1,2,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
259,259,125,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,2019-05-05,2019,5,5,19,2,1,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
260,260,112,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,2019-04-22,2019,4,22,17,2,2,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
261,261,184,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,2019-07-03,2019,7,3,27,3,4,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
262,262,264,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,264,2019-09-21,2019,9,21,38,3,7,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
263,263,128,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128,2019-05-08,2019,5,8,19,2,4,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
264,264,168,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,2019-06-17,2019,6,17,25,2,2,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
265,265,134,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,2019-05-14,2019,5,14,20,2,3,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
266,266,163,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,163,2019-06-12,2019,6,12,24,2,4,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
267,267,94,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,2019-04-04,2019,4,4,14,2,5,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
268,268,300,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,2019-10-27,2019,10,27,44,4,1,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
269,269,256,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,256,2019-09-13,2019,9,13,37,3,6,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
270,270,63,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,2019-03-04,2019,3,4,10,1,2,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
271,271,182,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182,2019-07-01,2019,7,1,27,3,2,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
272,272,83,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,2019-03-24,2019,3,24,13,1,1,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
273,273,187,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,2019-07-06,2019,7,6,27,3,7,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
274,274,46,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,2019-02-15,2019,2,15,7,1,6,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
275,275,305,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,2019-11-01,2019,11,1,44,4,6,November,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
276,276,108,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,2019-04-18,2019,4,18,16,2,5,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
277,277,264,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,264,2019-09-21,2019,9,21,38,3,7,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
278,278,38,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,2019-02-07,2019,2,7,6,1,5,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
279,279,32,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,2019-02-01,2019,2,1,5,1,6,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
280,280,45,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,2019-02-14,2019,2,14,7,1,5,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
281,281,126,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126,2019-05-06,2019,5,6,19,2,2,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
282,282,176,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176,2019-06-25,2019,6,25,26,2,3,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
283,283,179,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,2019-06-28,2019,6,28,26,2,6,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
284,284,49,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,2019-02-18,2019,2,18,8,1,2,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
285,285,26,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,2019-01-26,2019,1,26,4,1,7,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
286,286,299,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,299,2019-10-26,2019,10,26,43,4,7,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
287,287,139,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,139,2019-05-19,2019,5,19,21,2,1,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
288,288,118,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,2019-04-28,2019,4,28,18,2,1,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
289,289,171,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,2019-06-20,2019,6,20,25,2,5,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
290,290,179,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,2019-06-28,2019,6,28,26,2,6,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
291,291,60,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,2019-03-01,2019,3,1,9,1,6,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
292,292,83,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,2019-03-24,2019,3,24,13,1,1,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
293,293,231,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231,2019-08-19,2019,8,19,34,3,2,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
294,294,267,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267,2019-09-24,2019,9,24,39,3,3,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
295,295,2,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2019-01-02,2019,1,2,1,1,4,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
296,296,166,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,2019-06-15,2019,6,15,24,2,7,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
297,297,184,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184,2019-07-03,2019,7,3,27,3,4,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
298,298,102,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,2019-04-12,2019,4,12,15,2,6,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
299,299,274,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,274,2019-10-01,2019,10,1,40,4,3,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
300,300,106,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,2019-04-16,2019,4,16,16,2,3,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
301,301,28,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,2019-01-28,2019,1,28,5,1,2,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
302,302,136,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136,2019-05-16,2019,5,16,20,2,5,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
303,303,276,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,276,2019-10-03,2019,10,3,40,4,5,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
304,304,16,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,2019-01-16,2019,1,16,3,1,4,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
305,305,205,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,2019-07-24,2019,7,24,30,3,4,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
306,306,21,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,2019-01-21,2019,1,21,4,1,2,January,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
307,307,124,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,124,2019-05-04,2019,5,4,18,2,7,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
308,308,239,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239,2019-08-27,2019,8,27,35,3,3,August,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
309,309,183,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183,2019-07-02,2019,7,2,27,3,3,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
310,310,197,3,3,,30,3,25.0,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,2019-07-16,2019,7,16,29,3,3,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
311,311,115,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,2019-04-25,2019,4,25,17,2,5,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
312,312,302,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,2019-10-29,2019,10,29,44,4,3,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
313,313,205,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,2019-07-24,2019,7,24,30,3,4,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
314,314,118,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,2019-04-28,2019,4,28,18,2,1,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
315,315,291,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,291,2019-10-18,2019,10,18,42,4,6,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
316,316,143,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,2019-05-23,2019,5,23,21,2,5,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
317,317,161,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,161,2019-06-10,2019,6,10,24,2,2,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
318,318,56,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,2019-02-25,2019,2,25,9,1,2,February,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
319,319,115,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,2019-04-25,2019,4,25,17,2,5,April,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
320,320,87,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,2019-03-28,2019,3,28,13,1,5,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
321,321,86,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,2019-03-27,2019,3,27,13,1,4,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
322,322,170,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,2019-06-19,2019,6,19,25,2,4,June,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
323,323,269,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,2019-09-26,2019,9,26,39,3,5,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
324,324,199,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,2019-07-18,2019,7,18,29,3,5,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
325,325,183,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183,2019-07-02,2019,7,2,27,3,3,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
326,326,317,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,2019-11-13,2019,11,13,46,4,4,November,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
327,327,78,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,2019-03-19,2019,3,19,12,1,3,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
328,328,74,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,2019-03-15,2019,3,15,11,1,6,March,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
329,329,134,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,2019-05-14,2019,5,14,20,2,3,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
330,330,131,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131,2019-05-11,2019,5,11,19,2,7,May,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
331,331,248,3,1,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,2019-09-05,2019,9,5,36,3,5,September,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,1,"Curabitur Ltd",Century,US,ON,Whitby,81324
332,332,210,3,3,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,2019-07-29,2019,7,29,31,3,2,July,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,3,"Ullamcorper Magna Incorporated",Century,US,LX,Bastogne,25959
333,333,302,3,2,,30,3,,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,2019-10-29,2019,10,29,44,4,3,October,Tuesday,3,"Morbi neque",1,Action,NULL,NULL,2,"Velit Pellentesque Ultricies LLP",Century,US,MI,Flint,40101
